PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jerome Allen,DEN,24,76,27,49,12.4,3,1,2.9,35,0.4,1.2,32.3,0.6,0.9,58.3,0.3,1,1.3,2,0.9,0.4,0.1,1.1,8,0,0,-1.1
Stevin Smith,DAL,25,8,0,8,7.6,1.8,0.8,2.3,33.3,0.1,0.8,16.7,0.1,0.1,100,0.3,1,1.3,0.5,0.5,0.1,0,1.1,3.9,0,0,-1.1
Hubert Davis,TOR,27,36,10,26,17.3,5,2.1,5.1,40.2,0.4,1.9,22.9,0.5,0.6,73.9,0.3,0.8,1.1,0.9,0.6,0.3,0.1,1.1,8.3,0,0,-1.1
Mitch Richmond,SAC,32,81,34,47,37.8,25.9,8.9,19.5,45.4,2.5,5.9,42.8,5.6,6.6,86.1,0.7,3.2,3.9,4.2,2.9,1.5,0.3,2.5,39.2,4,1,-1.2
Jeff Grayer,SAC,31,25,13,12,12.7,3.6,1.5,3.3,45.8,0.2,0.4,36.4,0.4,0.8,55,0.8,0.7,1.5,1,0.6,0.3,0.3,1.7,8.2,0,0,-1.2
Tim Kempton,SAS,33,10,2,8,5.9,0.4,0.1,0.5,20,0,0,0,0.2,0.2,100,0.3,0.5,0.8,0.2,0.7,0.1,0.1,0.4,1.6,0,0,-1.2
Anthony Goldwire,DEN,25,60,22,38,19.9,6.5,2.2,5.5,39.7,1.1,2.6,41.8,1,1.3,78.2,0.2,1.2,1.4,3.7,1.3,0.6,0,1.7,14.1,3,0,-1.2
George McCloud,LAL,30,64,28,36,23.3,10.2,3.7,9,41.1,1.5,4,38.7,1.3,1.6,82.2,0.6,2.2,2.8,1.7,0.9,1,0.1,2,18.4,0,0,-1.2
Richard Manning,LAC,27,26,7,19,7.7,2.9,1.2,3.2,39,0.1,0.2,50,0.3,0.5,64.3,0.6,0.9,1.5,0.1,0.3,0.2,0.1,1.1,5.3,0,0,-1.3
Acie Earl,MIL,27,47,14,33,10.6,4,1.4,3.8,37.4,0,0.1,0,1.1,1.8,64.3,0.7,1.3,2,0.4,0.7,0.3,0.6,1.3,9.1,0,0,-1.3
Wayman Tisdale,PHX,33,53,25,28,14.7,6.5,3,7,42.6,0,0,0,0.6,0.9,62.5,0.7,1.6,2.3,0.4,0.7,0.2,0.4,2.1,10.8,0,0,-1.3
Donnie Boyce,ATL,23,22,17,5,7,2.5,1,2.9,33.3,0.1,0.7,12.5,0.5,1,50,0.3,0.4,0.7,0.6,0.7,0.5,0.2,0.8,5.4,0,0,-1.3
Ashraf Amaya,WAS,25,31,16,15,4.7,1.3,0.4,1.3,30,0,0,100,0.5,0.9,53.6,0.6,1.1,1.7,0.1,0.3,0.2,0.1,0.9,4.1,0,0,-1.3
Popeye Jones,TOR,27,79,30,49,30.7,7.8,3.3,6.8,48,0,0.2,7.7,1.3,1.5,81.8,3.4,5.2,8.6,1.1,1.5,0.7,0.5,3.4,22,21,0,-1.3
Mike Brown,PHX,33,6,3,3,13.6,2.7,0.8,2,41.7,0,0,0,1,1.7,60,1.5,2.7,4.2,0.8,0.3,0.2,0.2,1.5,9.6,0,0,-1.3
Darrick Martin,LAC,26,82,36,46,22.2,10.9,3.6,8.8,40.7,1.1,2.9,38.9,2.7,3,87.2,0.3,1.1,1.4,4.1,1.5,0.7,0,2,19.4,0,0,-1.3
Pooh Richardson,LAC,31,59,27,32,18.1,5.6,2.2,5.8,38.1,0.7,2.2,32.8,0.4,0.7,60.5,0.4,1.2,1.7,2.9,1.1,0.9,0.1,1.4,13.8,0,0,-1.4
Kevin Gamble,SAC,31,62,26,36,15.2,5,2,4.6,43,0.9,1.8,48.2,0.1,0.2,70,0.2,1.5,1.7,1.2,0.4,0.3,0.3,1.2,10.3,0,0,-1.4
Lucious Harris,PHI,26,54,13,41,15,5.4,2.1,5.4,38.1,0.7,1.8,36.4,0.6,0.9,70.2,0.5,0.8,1.3,0.9,0.6,0.8,0.1,0.8,10.2,0,0,-1.4
Lionel Simmons,SAC,28,40,12,28,6.6,3.4,1.1,3.3,33.3,0.2,0.7,24.1,1,1.1,88.6,0.8,1.8,2.5,1.4,0.8,0.2,0.3,1.5,9.2,0,0,-1.4
Elmer Bennett,DEN,27,9,5,4,8.4,2.4,0.7,2.1,31.6,0.3,1,33.3,0.8,1.1,70,0,0.4,0.4,1.2,1.1,0.4,0,0.8,5,0,0,-1.4
Ray Owes,GSW,24,57,23,34,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.4,0.3,0.4,1.5,8.4,2,0,-1.5
Tracy Moore,HOU,31,27,19,8,8.8,3.7,1.2,3.1,38.8,0.4,1.6,25.6,0.8,1.1,71,0.4,0.6,1,0.7,0.5,0.2,0,0.7,6,0,0,-1.5
Doug Christie,TOR,27,81,29,52,38.6,14.5,4.9,11.7,41.7,1.8,4.7,38.4,2.9,3.8,77.5,1,4.3,5.3,3.9,2.5,2.5,0.6,3,33.4,7,0,-1.5
James Scott,MIA,25,8,8,0,4,0.1,0,1,0,0,0.5,0,0.1,0.3,50,0.1,0.6,0.8,0.4,0.3,0.3,0,0.6,2.1,0,0,-1.5
Donald Whiteside,TOR,28,27,7,20,9.7,2.2,0.7,2,32.7,0.4,1.3,33.3,0.4,0.6,73.3,0.1,0.4,0.4,1.3,0.6,0.4,0,0.9,5.3,0,0,-1.5
Sherman Douglas,MIL,30,79,33,46,29.3,9.7,3.9,7.7,50.2,0.5,1.4,33.3,1.4,2.2,66.7,0.7,1.7,2.4,5.4,1.9,1,0.1,2.4,22.1,2,0,-1.5
Andrew DeClercq,GSW,24,71,26,45,15,5.3,2,3.8,52,0,0,0,1.3,2.1,60.3,1.7,2.5,4.2,0.5,1.1,0.5,0.4,3.2,12.5,3,0,-1.5
Billy Owens,SAC,28,66,26,40,30,11,4.5,9.7,46.7,0.4,1.1,34.7,1.5,2.2,69.7,2,3.9,5.9,2.8,2,0.9,0.4,2.8,24.3,9,0,-1.5
Mark Price,GSW,33,70,26,44,26.8,11.3,3.8,8.4,44.7,1.6,4,39.6,2.2,2.4,90.6,0.5,2,2.6,4.9,2.3,1,0,1.4,22.4,2,0,-1.6
Donald Royal,CHH,31,62,32,30,13.9,3.5,1,2.4,42.5,0,0,0,1.5,1.9,80.3,0.8,1.6,2.5,0.4,0.8,0.4,0.2,1.6,8,0,0,-1.6
Don MacLean,PHI,27,37,11,26,19.8,10.9,4.4,9.9,44.7,0.3,1,31.6,1.7,2.6,66,1.1,2.7,3.8,1,1.3,0.3,0.3,1.9,17.4,1,0,-1.6
LaSalle Thompson,IND,36,26,9,17,5.3,0.4,0.1,0.7,15.8,0,0,0,0.2,0.2,66.7,0.3,1,1.3,0.1,0.3,0.1,0.2,1.3,2.8,0,0,-1.7
Brooks Thompson,DEN,26,67,18,49,15.8,6.6,2.4,6.1,39.9,1.4,3.6,39.8,0.4,0.6,63.2,0.3,1.2,1.4,2.7,1.3,0.8,0,1.9,13.6,1,0,-1.7
Steve Nash,PHX,23,65,30,35,10.5,3.3,1.1,2.7,42.3,0.4,0.8,41.8,0.6,0.8,82.4,0.2,0.7,1,2.1,1,0.3,0,1.4,7.6,1,0,-1.7
Ed Pinckney,MIA,34,27,24,3,10,2.4,0.9,1.6,53.5,0,0,0,0.7,0.9,80,0.9,1.5,2.4,0.2,0.7,0.3,0.3,1.1,6.9,0,0,-1.7
Rodney Rogers,LAC,26,81,35,46,30.5,13.2,5,10.9,46.2,0.8,2.2,36.1,2.4,3.6,66.3,1.7,3.4,5.1,2.7,2.7,1.1,0.8,3.4,26.2,4,0,-1.7
Armen Gilliam,MIL,33,80,33,47,25.7,8.6,3.1,6.5,47.1,0,0,0,2.5,3.2,76.8,1.7,4.5,6.2,0.7,1.3,0.8,0.5,2.6,19.6,12,0,-1.7
Sedale Threatt,HOU,35,21,17,4,16,3.3,1.3,3.5,37.8,0.4,1,40,0.3,0.4,75,0.2,0.9,1.1,1.9,0.6,0.7,0.1,1.4,9.5,0,0,-1.7
Steve Scheffler,SEA,29,7,6,1,3.9,1.6,0.7,0.9,83.3,0,0,0,0.1,0.3,50,0.1,0.3,0.4,0,0.7,0,0,0.7,1.4,0,0,-1.7
Adrian Caldwell,PHI,30,45,12,33,12.7,2.2,0.9,2,43.5,0,0,0,0.5,1.1,42,1.3,2.4,3.7,0.3,0.6,0.4,0.2,1.9,8.1,0,0,-1.8
Herb Williams,NYK,39,21,10,11,8.7,1.9,0.9,2.2,39.1,0,0,0,0.1,0.2,75,0.4,1,1.5,0.2,0.2,0.2,0.2,0.9,5,0,0,-1.8
Amal McCaskill,ORL,23,17,9,8,6.4,1.6,0.6,1.9,31.3,0,0.1,0,0.5,0.7,66.7,0.2,1.1,1.3,0.4,0.6,0.2,0.3,0.4,4.6,0,0,-1.8
Mark Strickland,MIA,26,31,28,3,4.9,2,0.8,1.9,41.7,0,0,0,0.4,0.7,57.1,0.5,0.7,1.2,0,0.5,0.1,0.3,0.5,4.4,0,0,-1.8
Chris Morris,UTA,31,73,59,14,13.4,4.3,1.7,4.1,40.8,0.4,1.5,27.4,0.5,0.7,72.2,0.5,1.7,2.2,0.6,0.6,0.4,0.3,1.7,9.4,0,0,-1.8
Ed O'Bannon,DAL,24,64,16,48,12.6,3.7,1.5,4.4,33.3,0.3,1.1,25.7,0.5,0.5,88.6,0.8,1.5,2.3,0.6,0.3,0.5,0.2,1.5,9,1,0,-1.8
Glenn Robinson,MIL,24,80,33,47,38.9,21.1,8.4,18,46.5,0.8,2.3,35,3.6,4.6,79.1,1.6,4.7,6.3,3.1,3.4,1.3,0.9,2.8,36.3,8,0,-1.8
Michael Hawkins,BOS,24,29,3,26,11.2,2.8,1,2.3,42.6,0.3,1.1,32.3,0.4,0.5,80,0.3,0.8,1.1,2.2,1,0.6,0,1.4,8.1,0,0,-1.8
Robert Werdann,NJN,26,6,0,6,5.1,1.5,0.5,1.2,42.9,0,0,0,0.5,0.5,100,0.5,0.5,1,0,0.3,0.3,0.2,1.7,3.9,0,0,-1.8
Chris Gatling,NJN,29,47,16,31,27.3,19,7,13.3,52.5,0,0.1,16.7,5,7,71.7,2.9,5,7.9,0.6,2.6,0.8,0.7,2.9,31.2,16,0,-1.9
Tom Gugliotta,MIN,27,81,40,41,38.7,20.6,7.3,16.5,44.2,0.3,1.1,25.8,5.7,7,82,2.3,6.4,8.7,4.1,3.6,1.6,1.1,2.9,41.7,32,0,-1.9
Jamie Watson,DAL,25,23,10,13,14.8,3.4,1.3,3.1,43.1,0.2,0.5,33.3,0.5,0.7,75,0.8,1.3,2,1.4,1,1,0.2,1.5,10.3,0,0,-1.9
Mahmoud Abdul-Rauf,SAC,28,75,32,43,28.3,13.7,5.5,12.3,44.5,1.3,3.3,38.2,1.5,1.8,84.6,0.2,1.4,1.6,2.5,1.6,0.7,0.1,2.3,20.4,0,0,-1.9
Ken Norman,ATL,32,17,11,6,13,3.8,1.6,5.5,28.7,0.4,2.2,15.8,0.2,0.7,33.3,0.5,1.8,2.3,0.7,1.1,0.4,0.2,1,8.3,0,0,-1.9
Scott Williams,PHI,29,62,18,44,21.3,5.8,2.6,5.1,50.9,0,0,0,0.6,0.9,69.1,2.5,3.9,6.4,0.7,0.8,0.7,0.7,3.3,17.8,4,0,-2
John Long,TOR,40,32,12,20,11.6,4,1.4,3.7,39.3,0.4,1.1,35.3,0.8,0.9,89.3,0.2,1.1,1.3,0.7,0.8,0.3,0.1,0.9,6.8,0,0,-2
Clifford Rozier,TOR,24,42,15,27,17.5,4.5,1.9,4.1,45.4,0,0,0,0.7,1.5,50.8,2.4,3.1,5.6,0.7,0.7,0.6,1,2.3,16.5,1,0,-2
Joe Stephens,HOU,24,2,1,1,4.9,1.5,0.5,2.5,20,0.5,1.5,33.3,0,0,0,1,0.5,1.5,0,1.5,1.5,0,1.5,6.3,0,0,-2
Lou Roe,GSW,24,17,5,12,6.3,2.4,0.8,2.8,29.2,0.2,0.6,27.3,0.5,1.1,47.4,0.4,0.4,0.8,0.4,0.6,0.2,0.1,0.6,3.9,0,0,-2
Matt Steigenga,CHI,27,2,1,1,5.9,1.5,0.5,2,25,0,1,0,0.5,1,50,0,1.5,1.5,1,1,0.5,0.5,0.5,6.8,0,0,-2
Donny Marshall,CLE,24,56,25,31,9.8,3.1,0.9,2.9,32.5,0.6,1.6,37.9,0.7,1,70.4,0.4,0.9,1.3,0.4,0.6,0.4,0.1,1.1,6.1,0,0,-2
Charles Smith,SAS,31,19,5,14,17.3,4.6,1.8,4.4,40.5,0,0.1,0,1.1,1.4,76.9,0.9,2.5,3.4,0.7,1.2,0.7,1.2,2.3,14.2,1,0,-2.1
Martin Muursepp,DAL,22,42,15,27,8.3,3.7,1.3,3.1,41.2,0.1,0.6,16.7,1,1.7,62.9,0.8,0.8,1.6,0.5,0.4,0.3,0.3,1.4,7.6,0,0,-2.1
Corliss Williamson,SAC,23,79,32,47,25.1,11.6,4.7,9.4,49.8,0,0,0,2.2,3.2,68.9,1.8,2.4,4.1,1.6,2,0.8,0.6,3.3,21,5,0,-2.1
Loren Meyer,PHX,24,54,24,30,13,4.9,2,4.5,44.3,0.1,0.1,57.1,0.9,1.2,71.9,1,1.7,2.7,0.4,1.1,0.2,0.3,2.3,9,1,0,-2.1
George Zidek,DEN,23,52,22,30,7.2,2.8,0.9,2.3,41.5,0,0,0,0.9,1.1,78.9,0.7,1,1.7,0.3,0.5,0.1,0.1,1.2,5.1,0,0,-2.2
Doug West,MIN,30,68,31,37,28.3,7.8,3.3,7.1,46.7,0.2,0.7,33.3,0.9,1.4,68.1,0.5,1.6,2.2,1.7,1,0.9,0.4,3.2,15.7,0,0,-2.2
Sarunas Marciulionis,DEN,33,17,5,12,15.1,6.8,2.2,5.9,37.6,0.6,1.8,36.7,1.7,2.1,80.6,0.7,1.1,1.8,1.5,2.4,0.7,0.1,2.2,11.1,0,0,-2.2
Lorenzen Wright,LAC,21,77,35,42,25.2,7.3,3.1,6.4,48.1,0,0.1,25,1.1,2,57.9,2.7,3.4,6.1,0.6,1,0.6,0.8,2.7,18.8,12,0,-2.2
Alton Lister,BOS,38,53,8,45,9.7,1.6,0.6,1.5,41.6,0,0,0,0.4,0.6,74.2,1.2,1.9,3.2,0.2,0.6,0.2,0.3,1.8,6.5,0,0,-2.2
Kendall Gill,NJN,29,82,26,56,39,21.8,7.9,17.7,44.3,0.9,2.7,33.6,5.2,6.5,79.7,2.2,3.9,6.1,4,2.7,1.9,0.6,2.7,39.7,9,0,-2.2
Todd Fuller,GSW,22,75,28,47,12.6,4,1.5,3.5,42.4,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.7,0.1,0.3,1.9,9,2,0,-2.3
Lloyd Daniels,NJN,29,22,4,18,14,4.5,1.6,5.4,30.3,1,3.2,30,0.2,0.3,83.3,0.9,1.1,2,1.2,0.6,0.5,0.1,1.5,9.7,0,0,-2.3
Stephon Marbury,MIN,20,67,32,35,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,3.1,1,0.3,2.4,31.5,15,0,-2.3
Chris Jent,NYK,27,3,2,1,3.1,2,0.7,2,33.3,0.7,1,66.7,0,0,0,0.3,0,0.3,0.3,0,0,0,0.7,2.9,0,0,-2.3
Olden Polynice,SAC,32,82,34,48,35.2,12.5,5.4,11.8,45.7,0,0.1,0,1.7,3.1,56.2,3.3,6.1,9.4,2.2,2,0.6,1,3.6,29.6,33,0,-2.4
Willie Burton,ATL,29,24,15,9,15.9,6.2,1.6,4.8,33.6,0.5,1.9,28.3,2.4,2.8,83.8,0.5,1.3,1.7,0.5,1.1,0.3,0.1,2.3,9.2,0,0,-2.4
Sam Mitchell,MIN,33,82,40,42,25,9.3,3.3,7.4,44.6,0,0.3,16,2.7,3.6,75.9,1.4,2.6,4,1,1.1,0.6,0.2,2.8,17,2,0,-2.4
Joe Kleine,NJN,35,59,23,36,14.4,2.8,1.2,2.9,40.6,0,0.1,66.7,0.5,0.6,73.7,1.1,2.4,3.4,0.6,0.7,0.3,0.3,1.9,9,0,0,-2.4
Monty Williams,SAS,25,65,17,48,20.7,9,3.6,7.1,50.9,0,0,0,1.8,2.9,64.5,1.5,1.7,3.2,1.4,1.8,0.8,0.8,2.5,18.1,1,0,-2.4
Brett Szabo,BOS,29,70,11,59,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.6,0.2,0.5,1.7,6.9,1,0,-2.4
Erick Strickland,DAL,23,28,8,20,27.1,10.6,3.6,9.1,39.8,1,3.3,30.4,2.3,2.9,81.3,0.8,2.5,3.2,2.4,2.4,1,0.2,2.7,19.2,0,0,-2.5
Damon Stoudamire,TOR,23,81,30,51,40.9,20.2,7,17.4,40.1,2.2,6.1,35.5,4.1,5,82.3,1.1,3,4.1,8.8,3.6,1.5,0.2,2,39.7,33,2,-2.6
Gerald Wilkins,ORL,33,80,44,36,27.6,10.6,4,9.5,42.6,0.8,2.5,32.5,1.7,2.4,71.6,0.7,1.4,2.2,2.2,1.5,0.7,0.2,1.8,17.4,0,0,-2.7
Kevin Edwards,NJN,31,32,10,22,14.9,5.9,2.2,5.7,37.7,0.5,1.3,34.9,1.2,1.3,86,0.3,1.1,1.3,1.8,1.5,0.5,0.1,1.1,10.7,0,0,-2.7
,,,24,7,17,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7
Alan Henderson,ATL,24,30,20,10,16.6,6.6,2.6,5.4,47.5,0,0,0,1.5,2.5,60,1.6,2.3,3.9,0.8,1,0.7,0.2,2.4,14.2,2,0,-2.7
Joe Smith,GSW,21,80,28,52,38.6,18.7,7.3,16.2,45.4,0.2,0.6,26.1,3.8,4.7,81.4,3.3,5.2,8.5,1.6,2.4,0.9,1.1,3.1,34.8,31,0,-2.7
Latrell Sprewell,GSW,26,80,29,51,41.9,24.2,8.1,18.1,44.9,1.8,5.2,35.4,6.2,7.3,84.3,0.7,3.9,4.6,6.3,4,1.7,0.6,1.9,41.9,15,1,-2.7
Carlos Rogers,TOR,26,56,17,39,24.9,9.8,3.8,7.2,52.5,0.4,1.2,37.9,1.8,3,60,2.1,3.3,5.4,0.7,0.9,0.8,1.2,2.5,22.3,4,0,-2.7
Benoit Benjamin,TOR,32,4,2,2,10.8,3.3,1.3,3,41.7,0,0,0,0.8,1,75,0.8,1.5,2.3,0.3,0.5,0.3,0,1.3,6.6,0,0,-2.8
Dino Radja,BOS,30,25,6,19,34.9,14,6,13.6,44,0,0,0,2,2.8,71.8,1.8,6.7,8.4,1.9,2.8,0.9,1.9,3,32.7,7,0,-2.8
Stojko Vrankovic,MIN,33,53,24,29,14.5,3.4,1.5,2.6,56.1,0,0,0,0.5,0.7,67.6,1.1,2.1,3.2,0.3,1,0.2,1.3,2.3,11,0,0,-2.8
Will Perdue,SAS,31,65,16,49,29.5,8.7,3.6,6.3,56.8,0,0,0,1.5,2.6,57.9,3.9,6,9.8,0.6,1.3,0.5,1.6,2.8,26.2,14,0,-2.8
Duane Causwell,SAC,29,46,17,29,12.9,2.6,1,2,51.1,0,0.1,66.7,0.4,0.8,54.1,1.2,1.5,2.8,0.4,0.7,0.3,0.8,2.8,9.2,1,0,-2.9
Bimbo Coles,GSW,29,51,19,32,23.2,6.1,2.4,6.2,38.9,0.6,2,29.4,0.7,1,75.5,0.8,1.5,2.3,2.9,1.2,0.7,0.1,1.9,14.6,0,0,-2.9
Donyell Marshall,GSW,24,61,19,42,16.8,7.3,2.9,6.9,41.3,0.6,1.8,31.5,1,1.6,62.2,1.5,3,4.5,0.9,0.9,0.4,0.8,1.6,16.6,3,0,-2.9
Tom Hammonds,DEN,30,81,21,60,21.7,6.2,2.4,4.9,48,0,0,0,1.5,2.1,72.1,1.7,3.3,5,0.8,1.1,0.2,0.3,2.5,13.8,2,0,-3
B.J. Armstrong,GSW,29,49,19,30,20.8,7.9,3,6.7,45.3,0.5,1.8,27.8,1.4,1.6,86.1,0.1,1.3,1.5,2.6,1.1,0.5,0,1.1,14.2,0,0,-3
Samaki Walker,DAL,21,43,14,29,14,4.9,1.9,4.3,44.1,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.9,0.3,0.5,1.7,11.3,0,0,-3
Lorenzo Williams,WAS,27,19,10,9,14,2.4,1.1,1.6,64.5,0,0,0,0.3,0.4,71.4,1.5,2.2,3.6,0.2,0.9,0.3,0.4,2.6,8.3,1,0,-3.1
Dee Brown,BOS,28,21,4,17,24.9,7.6,2.9,7.9,36.7,1,3.1,30.8,0.9,1,81.8,0.4,1.9,2.3,3.2,1.1,1.5,0.3,2.1,19.4,0,0,-3.1
Jamie Feick,SAS,22,41,10,31,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.8,0.4,0.3,1.9,12.3,4,0,-3.1
Eric Montross,NJN,25,78,27,51,23.4,4.4,2.1,4.5,45.7,0,0,0,0.3,0.8,33.9,2.3,4.3,6.6,0.8,1,0.3,0.9,3.4,16.1,3,0,-3.1
Aaron Williams,VAN,25,33,4,29,17,6.2,2.6,4.5,57.4,0,0,0,1,1.5,67.3,1.9,2.5,4.3,0.5,1,0.5,0.9,2.2,15.2,0,0,-3.2
Rex Walters,PHI,27,59,18,41,17.7,6.8,2.5,5.5,45.5,1,2.5,38.5,0.8,1.1,79,0.4,1.5,1.8,1.9,1,0.5,0.1,1.3,12.4,1,0,-3.2
Bryant Stith,DEN,26,52,13,39,34.4,14.9,4.8,11.6,41.6,1.3,3.5,38.5,3.9,4.5,86.3,1.4,2.8,4.2,2.6,1.9,1.2,0.4,2.3,26.4,0,0,-3.2
Marty Conlon,BOS,29,74,13,61,21.8,7.8,2.9,6.1,47.1,0,0.1,20,1.9,2.3,84.2,1.7,2.6,4.4,1.4,1.5,0.6,0.2,2.1,16.2,5,0,-3.2
Sharone Wright,TOR,24,60,23,37,16.8,6.5,2.7,6.7,40,0,0,0,1.1,2.2,51.1,1.3,1.8,3.1,0.5,1.6,0.3,0.8,2.4,12.6,2,0,-3.2
Kerry Kittles,NJN,23,82,26,56,36.8,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.5,1.9,0.4,2,31.2,0,0,-3.3
Eric Mobley,VAN,27,28,1,27,10.9,2.6,1,2.3,44.4,0,0,0,0.6,1.1,53.3,1.1,1,2.1,0.5,1,0.2,0.4,1.6,6.4,0,0,-3.3
Tony Massenburg,NJN,29,79,26,53,24.7,7.2,2.8,5.7,48.5,0,0,0,1.6,2.6,63.1,2.8,3.7,6.5,0.3,1.2,0.5,0.6,2.7,17.7,11,0,-3.3
Shawn Bradley,DAL,25,73,20,53,31.4,13.2,5.6,12.4,44.9,0,0.1,0,2,3.1,65.4,3,5.3,8.4,0.7,1.8,0.5,3.4,3.2,34.3,31,3,-3.3
Dexter Boney,PHX,27,8,3,5,5.6,2.4,0.8,2.4,31.6,0.1,0.8,16.7,0.8,1,75,0.4,0.4,0.8,0,0.1,0.3,0.1,0.4,4.3,0,0,-3.4
Jeff McInnis,DEN,22,13,2,11,9,5,1.8,3.8,46.9,0.9,2,46.2,0.5,0.8,70,0.2,0.3,0.5,1.4,1,0.2,0.1,1.2,7.3,0,0,-3.4
Zan Tabak,TOR,27,13,6,7,16.7,6.5,2.5,5.5,45.1,0,0,0,1.5,2.2,69,1.5,2.2,3.8,1.1,1.6,0.5,0.8,2.7,14.9,0,0,-3.4
Lawrence Moten,VAN,25,67,11,56,18.2,6.7,2.6,6.6,38.8,0.6,2.1,29.1,1,1.5,64.6,0.6,1.1,1.8,1.9,1.2,0.7,0.4,1.2,13.7,0,0,-3.4
Stacey King,DAL,30,11,2,9,9.3,2.2,1,2,50,0,0,0,0.2,0.6,28.6,1,1.5,2.5,0.1,0.5,0.2,0.1,1.3,5.5,0,0,-3.5
Chris Mullin,GSW,33,79,27,52,34.6,14.5,5.5,10,55.3,1.1,2.6,41.1,2.3,2.7,86.4,0.9,3.1,4,4.1,2.4,1.6,0.4,2,29.2,3,2,-3.5
Pete Chilcutt,VAN,28,54,6,48,12.3,3.4,1.3,3.1,43.6,0.5,1.3,36.2,0.2,0.4,59.1,1.2,1.6,2.9,0.9,0.5,0.5,0.3,1,10,1,0,-3.5
Derrick Alston,ATL,24,2,1,1,5.3,0,0,2.5,0,0,0,0,0,1,0,1.5,0.5,2,0,0,0,0,0,2.4,0,0,-3.5
LaPhonso Ellis,DEN,27,55,13,42,36.4,21.9,8.1,18.4,43.9,1.7,4.7,36.7,4,5.1,77.3,1.9,5.1,7,2.4,2.1,0.8,0.7,3.3,36.4,8,0,-3.5
Derrick Coleman,PHI,30,57,18,39,36.8,18.1,6.4,14.7,43.5,0.6,2.1,26.9,4.8,6.4,74.5,2.8,7.3,10.1,3.4,3.2,0.9,1.3,2.9,38.6,28,0,-3.6
Todd Day,BOS,27,81,14,67,28.2,14.5,4.9,12.3,39.8,1.6,4.3,36.2,3.2,4.1,77.3,1.3,2.7,4.1,1.4,1.6,1.3,0.6,2.6,25.8,1,0,-3.6
Cory Alexander,SAS,24,80,20,60,18.1,7.2,2.4,6.1,39.6,1.2,3.2,37.3,1.2,1.6,73.6,0.4,1.2,1.5,3.2,1.8,1,0.2,1.9,15.7,4,0,-3.7
Michael Cage,PHI,35,82,22,60,15.1,1.8,0.8,1.7,46.8,0,0,0,0.2,0.5,46.3,1.4,2.5,3.9,0.5,0.2,0.6,0.5,1.4,10.4,0,0,-3.7
Chris Robinson,VAN,23,41,6,35,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.8,0.7,0.2,2.1,10.9,0,0,-3.8
Michael Finley,DAL,24,83,23,60,33.6,15,5.7,12.9,44.4,1.2,3.4,36.1,2.4,3,80.8,1.1,3.4,4.5,2.7,2,0.8,0.3,1.7,25.8,1,0,-3.8
Mark Davis,PHI,24,75,20,55,22.8,8.5,3.3,7.1,46.9,0.3,1.2,25.8,1.5,2.2,67.3,1.8,2.5,4.3,1.8,1.6,1.1,0.4,3.1,19.5,4,0,-3.8
Ervin Johnson,DEN,29,82,21,61,31.7,7.1,3,5.7,52,0,0,0,1.2,1.9,61.5,2.8,8.3,11.1,0.9,1.4,0.8,2.8,3.5,31,17,0,-3.8
Derek Harper,DAL,35,75,23,52,29.5,10,4,9,44.4,0.8,2.3,34.1,1.3,1.7,74.2,0.4,1.4,1.8,4.3,1.8,1.2,0.2,1.9,21.1,3,0,-3.9
Dana Barros,BOS,30,24,6,18,29.4,12.5,4.6,10.5,43.5,1.8,4.4,41,1.5,1.8,86,0.2,1.8,2,3.4,1.6,1.1,0.3,1.4,22.3,0,0,-3.9
Khalid Reeves,DAL,24,63,19,44,22.7,8.2,2.9,7.5,39.1,1.3,3.6,36.6,1,1.4,74.7,0.5,1.3,1.9,3.6,1.7,0.5,0.1,2.5,16.2,3,0,-4
Brian Grant,SAC,25,24,9,15,25.4,10.5,3.8,8.6,44,0,0,0,2.9,3.8,77.8,2,3.9,5.9,1.2,1.8,0.8,1,3.1,23,4,0,-4
Tom Chambers,CHH,38,12,11,1,6.8,1.6,0.6,2.6,22.6,0.2,0.3,66.7,0.3,0.3,75,0.3,0.9,1.2,0.3,0.8,0.1,0,1.2,3,0,0,-4.1
